ID,question,answer,options,correct_option,path,condition,label,modifications
47,"A 55-year-old male patient reports a gradual decrease in libido and erectile dysfunction over the past year. He denies any morning erections. After thorough evaluation, what is the MOST appropriate next step in evaluating the etiology of his erectile dysfunction?",Nocturnal penile tumescence ring,"['Thyroid function tests', 'Nocturnal penile tumescence ring', 'Pelvic ultrasound', 'Serum prolactin level', 'Prostate-specific antigen (PSA) test']",B,"In the absence of morning erections, a nocturnal penile tumescence test is indicated to differentiate organic from psychogenic ED.",sexual dysfunction,0,No change.
48,"A 32-year-old woman reports experiencing pain during initial penetration, specifically at the point of insertion. She denies any history of trauma or abuse. After a detailed history and physical examination, what should be considered in the differential diagnosis?",Vaginismus,"['Urethritis', 'Vulvovaginitis', 'Hypoactive sexual desire', 'Vaginismus', 'Endometriosis']",E,Pain at initial penetration is more consistent with involuntary pelvic floor muscle contraction (vaginismus) rather than endometriosis.,sexual dysfunction,1,Changed correct answer from “Endometriosis” to “Vaginismus.”
49,"A 58-year-old male patient reports erectile dysfunction during a routine check-up. He mentions he does not experience morning erections. After detailed history and physical examination, what is the most appropriate next step in managing his condition?",Referral to a urologist for further evaluation.,"['Check testosterone level.', 'Prescribe testosterone replacement therapy.', 'Referral to a urologist for further evaluation.', 'Initiate a trial of sildenafil (Viagra).', 'Recommend sex therapy.']",C,Absence of morning erections suggests an organic component; urologic evaluation is indicated.,sexual dysfunction,0,No change.
50,"A 28-year-old male reports premature ejaculation during intercourse, impacting his relationship. After a detailed history and physical examination, what is the MOST appropriate initial recommendation?","Suggest the ""pause and squeeze"" technique.","['Initiate testosterone replacement therapy.', 'Suggest the ""pause and squeeze"" technique.', 'Recommend immediate referral for psychiatric evaluation.', 'Prescribe a PDE5 inhibitor.', 'Increase sexual stimulation techniques during intercourse.']",B,"Behavioral techniques such as the ""pause and squeeze"" method are first-line for premature ejaculation.",sexual dysfunction,1,Changed correct answer from “Increase sexual stimulation techniques during intercourse” to “Suggest the 'pause and squeeze' technique.”
51,"A 58-year-old male patient reports difficulty achieving orgasm and absence of ejaculation during intercourse. After a detailed history and physical examination, what is the most appropriate next step in managing his sexual dysfunction?",Check testosterone levels.,"['Recommend sex therapy.', 'Prescribe an SSRI.', 'Refer to a urologist for evaluation of retrograde ejaculation.', 'Prescribe a PDE5 inhibitor.', 'Check testosterone levels.']",E,Hypogonadism is an important consideration in patients with absent ejaculation and difficulty achieving orgasm -> Evaluate with testosterone levels.,sexual dysfunction,0,No change.
52,"A 28-year-old male reports premature ejaculation during intercourse, impacting his relationship. After a detailed sexual history and physical examination, what is the MOST appropriate initial recommendation?",Suggest the 'pause and squeeze' technique only.,"['Initiate testosterone replacement therapy.', ""Suggest the 'pause and squeeze' technique only."", 'Recommend immediate referral for psychiatric evaluation.', 'Prescribe a PDE5 inhibitor.', 'Increase sexual stimulation techniques during intercourse.']",B,Detailed sexual history -> Male patient -> Premature ejaculation -> Behavioral intervention recommended -> Suggest the 'pause and squeeze' technique only.,sexual dysfunction,1,Changed correct answer from “Increase sexual stimulation techniques during intercourse” to “Suggest the 'pause and squeeze' technique only.”
53,"A 58-year-old male patient reports to his physician a recent onset of sexual dysfunction, including difficulty achieving orgasm and absence of ejaculation. After a detailed history and physical examination, what is the most appropriate next step in managing his sexual dysfunction?",Check testosterone levels.,"['Recommend sex therapy.', 'Prescribe an SSRI.', 'Refer to a urologist for evaluation of retrograde ejaculation.', 'Prescribe a PDE5 inhibitor.', 'Check testosterone levels.']",E,Detailed sexual history -> Male patient with ejaculatory dysfunction -> Suspect hypogonadism -> Check testosterone levels.,sexual dysfunction,0,No change.
54,"A 52-year-old male presents with decreased libido over the past 6 months and reports increased work-related stress. After a detailed history and physical examination, what is the MOST appropriate next step in managing his decreased libido?",Recommend sex and/or marital therapy.,"['Recommend sex and/or marital therapy.', 'Initiate a trial of antidepressant medication.', 'Refer the patient for urological evaluation.', 'Prescribe testosterone replacement therapy.', 'Order routine serologic screening for endocrine disorders.']",A,Detailed sexual history -> Male patient with decreased libido and stress -> Likely psychogenic -> Recommend sex/marital therapy.,sexual dysfunction,1,Changed correct answer from “Initiate a trial of antidepressant medication” to “Recommend sex and/or marital therapy.”
55,"A 33-year-old woman reports decreased libido, fatigue, and difficulty concentrating for the past six months, feeling overwhelmed by work and family responsibilities. After a thorough history and physical examination, hypoactive sexual desire is suspected. What is the MOST appropriate next step in managing her condition?",Refer for immediate sex therapy.,"['Prescribe a PDE5 inhibitor.', 'Order a comprehensive endocrine workup.', 'Refer for immediate sex therapy.', 'Recommend hormone replacement therapy.', 'Initiate a trial of antidepressant medication.']",C,Detailed history -> Female patient with hypoactive sexual desire due to psychological stress -> Refer for immediate sex therapy.,sexual dysfunction,1,Changed correct answer from “Initiate a trial of antidepressant medication” to “Refer for immediate sex therapy.”
56,"A 52-year-old male with decreased libido, marital problems, and a history of sexual abuse presents for evaluation. After a detailed history and physical examination, what is the MOST appropriate next step in managing his sexual dysfunction?",Psychiatric referral.,"['Prescribe a PDE5 inhibitor.', 'Recommend marital/sex therapy.', 'Psychiatric referral.', 'Initiate testosterone replacement therapy.', 'Order routine serologic screening for endocrine disorders.']",C,"Detailed history -> Male with decreased libido, marital issues, and sexual abuse history -> Psychiatric referral is indicated.",sexual dysfunction,0,No change.
57,"A 53-year-old male presents with decreased libido. After a detailed history and physical examination, what is the MOST appropriate next step in management considering potential psychological factors?",Refer the patient for psychiatric evaluation and counseling.,"['Prescribe testosterone replacement therapy.', 'Refer the patient for psychiatric evaluation and counseling.', 'Prescribe an SSRI.', 'Check testosterone levels.', 'Recommend sex and/or marital therapy.']",B,Detailed history -> Male with decreased libido and psychological issues -> Psychiatric evaluation and counseling is appropriate.,sexual dysfunction,0,No change.
58,"A 55-year-old male presents with erectile dysfunction for the past 6 months and denies any morning erections. After a detailed history and physical examination, what is the MOST appropriate next step in managing his erectile dysfunction?",Check testosterone levels.,"['Prescribe lubricating agents.', 'Prescribe a PDE5 inhibitor.', 'Gynecology referral.', 'Psychiatric referral or sex therapy.', 'Check testosterone level.']",E,Detailed history -> Male with ED and absent morning erections -> Evaluate organic causes -> Check testosterone levels.,sexual dysfunction,1,Changed correct answer from “Psychiatric referral or sex therapy” to “Check testosterone levels.”
